189,"Spices, celery seed",100 g,392,25 g,41.35 g,11.8 g,0.67 g,0 g,0 g,25.27 g,9.27 g,0 mg,6.04 g
190,"Candies, peanut bar",100 g,522,34 g,47.40 g,4.1 g,42.22 g,0 g,0 g,33.70 g,1.90 g,0 mg,1.60 g
191,"Bread, toasted, rye",100 g,284,3.6 g,53.10 g,6.4 g,4.23 g,0 g,0 g,3.60 g,2.70 g,0 mg,31.00 g
192,"Oil, apricot kernel",100 g,884,100 g,0.00 g,0 g,0 g,0 g,0 g,100.00 g,0.00 g,0 mg,0.00 g
193,"Candies, YORK BITES",100 g,394,7.3 g,81.64 g,2.0 g,75.00 g,0 g,0 g,7.32 g,0.17 g,0 mg,9.09 g
194,"Meatballs, meatless",100 g,197,9 g,8.00 g,4.6 g,1.25 g,0 g,0 g,9.00 g,4.00 g,0 mg,58.00 g
195,"Emu, raw, full rump",100 g,112,1.6 g,0.00 g,0 g,0 g,0 g,0 g,1.64 g,1.14 g,0 mg,73.79 g
196,"Mustard greens, raw",100 g,27,0.4 g,4.67 g,3.2 g,1.32 g,0 g,0 g,0.42 g,1.36 g,0 mg,90.70 g
197,"Seaweed, raw, laver",100 g,35,0.3 g,5.11 g,0.3 g,0.49 g,0 g,0 g,0.28 g,3.77 g,0 mg,85.03 g
198,"Sweet rolls, cheese",100 g,360,18 g,43.70 g,1.2 g,0 g,0 g,0 g,18.30 g,1.40 g,0 mg,29.40 g
199,"Figs, stewed, dried",100 g,107,0.4 g,27.57 g,4.2 g,23.35 g,0 g,0 g,0.40 g,0.80 g,0 mg,69.80 g
200,"Bread sticks, plain",100 g,412,9.5 g,68.40 g,3.0 g,1.26 g,0 g,0 g,9.50 g,3.90 g,0 mg,6.10 g
201,"SILK Mocha, soymilk",100 g,58,1.4 g,9.05 g,0 g,7.41 g,0 g,0 g,1.44 g,0.65 g,0 mg,86.80 g
202,Milk and cereal bar,100 g,413,11 g,72.05 g,0.4 g,45.97 g,0 g,0 g,10.98 g,1.76 g,0 mg,8.69 g
203,"Bread, pumpernickel",100 g,250,3.1 g,47.50 g,6.5 g,0.53 g,0 g,0 g,3.10 g,2.60 g,0 mg,37.90 g
204,"Game meat, raw, elk",100 g,111,1.5 g,0.00 g,0 g,0 g,0 g,0 g,1.45 g,1.00 g,0 mg,74.38 g
205,"PACE, Pico De Gallo",100 g,31,0 g,9.38 g,0 g,6.25 g,0 g,0 g,0.00 g,2.62 g,0 mg,88.00 g
206,"Ostrich, raw, round",100 g,116,2.4 g,0.00 g,0 g,0 g,0 g,0 g,2.40 g,0.62 g,0 mg,75.68 g
207,"HORMEL, Cure 81 Ham",100 g,106,3.6 g,0.21 g,0 g,0 g,0 g,0 g,3.59 g,3.52 g,0 mg,74.25 g
208,"Prune juice, canned",100 g,71,0 g,17.45 g,1.0 g,16.45 g,0 g,0 g,0.03 g,0.68 g,0 mg,81.24 g
209,"McDONALD'S, BIG MAC",100 g,257,15 g,20.08 g,1.6 g,3.97 g,1.04 g,0.32 g,14.96 g,1.87 g,0 mg,51.30 g
210,"Soy flour, defatted",100 g,327,1.2 g,33.92 g,17.5 g,16.42 g,0 g,0 g,1.22 g,6.15 g,0 mg,7.25 g
211,"Bread, toasted, egg",100 g,315,6.6 g,52.60 g,2.5 g,1.94 g,0 g,0 g,6.60 g,2.00 g,0 mg,28.30 g
212,"Fish, raw, mahimahi",100 g,85,0.7 g,0.00 g,0 g,0 g,0 g,0 g,0.70 g,2.10 g,0 mg,77.55 g
213,"Fish, raw, bluefish",100 g,124,4.2 g,0.00 g,0 g,0 g,0 g,0 g,4.24 g,1.04 g,0 mg,70.86 g
214,"Spices, fennel seed",100 g,345,15 g,52.29 g,39.8 g,0 g,0 g,0 g,14.87 g,8.22 g,0 mg,8.81 g
215,"Potatoes, skin, raw",100 g,58,0.1 g,12.44 g,2.5 g,0 g,0 g,0 g,0.10 g,1.61 g,0 mg,83.29 g
216,"Pepper, raw, banana",100 g,27,0.5 g,5.35 g,3.4 g,1.95 g,0 g,0 g,0.45 g,0.73 g,0 mg,91.81 g
217,"Drumstick pods, raw",100 g,37,0.2 g,8.53 g,3.2 g,0 g,0 g,0 g,0.20 g,0.97 g,0 mg,88.20 g
218,"Toppings, pineapple",100 g,253,0.1 g,66.40 g,0.4 g,21.01 g,0 g,0 g,0.10 g,0.40 g,0 mg,33.00 g
219,Acorn stew (Apache),100 g,95,3.5 g,9.22 g,0.7 g,0.34 g,0.00 g,0  g,3.47 g,0.72 g,0 mg,79.78 g
220,"Tomatoes, sun-dried",100 g,258,3 g,55.76 g,12.3 g,37.59 g,0 g,0 g,2.97 g,12.60 g,0 mg,14.56 g
221,"Guava sauce, cooked",100 g,36,0.1 g,9.48 g,3.6 g,5.88 g,0 g,0 g,0.14 g,0.50 g,0 mg,89.56 g
222,"Pumpkin leaves, raw",100 g,19,0.4 g,2.33 g,0 g,0 g,0 g,0 g,0.40 g,1.24 g,0 mg,92.88 g
223,"Melons, raw, casaba",100 g,28,0.1 g,6.58 g,0.9 g,5.69 g,0 g,0 g,0.10 g,0.36 g,0 mg,91.85 g
224,"Melon balls, frozen",100 g,33,0.3 g,7.94 g,0.7 g,0 g,0 g,0 g,0.25 g,0.71 g,0 mg,90.26 g
225,"Fish oil, cod liver",100 g,902,100 g,0.00 g,0 g,0 g,0 g,0 g,100.00 g,0.00 g,0 mg,0.00 g
226,"Nuts, dried, acorns",100 g,509,31 g,53.66 g,0 g,0 g,0 g,0 g,31.41 g,1.78 g,0 mg,5.06 g
227,"Rolls, pumpernickel",100 g,276,2.8 g,51.87 g,5.4 g,0.40 g,0 g,0 g,2.80 g,2.53 g,0 mg,32.00 g
228,"Gravy, dry, chicken",100 g,381,9.7 g,62.09 g,0 g,0 g,0 g,0 g,9.73 g,13.06 g,0 mg,3.85 g
229,"Fish, raw, tilefish",100 g,96,2.3 g,0.00 g,0 g,0 g,0 g,0 g,2.31 g,1.14 g,0 mg,78.90 g
230,"Ice creams, vanilla",100 g,207,11 g,23.60 g,0.7 g,21.22 g,0 g,0 g,11.00 g,0.90 g,0 mg,61.00 g
231,"SILK Plain, soymilk",100 g,41,1.7 g,3.29 g,0.4 g,2.47 g,0 g,0 g,1.65 g,0.65 g,0 mg,91.53 g
232,"Cabbage, raw, savoy",100 g,27,0.1 g,6.10 g,3.1 g,2.27 g,0 g,0 g,0.10 g,0.80 g,0 mg,91.00 g
233,"Fish, raw, tilapia",100 g,96,1.7 g,0.00 g,0 g,0 g,0 g,0 g,1.70 g,0.93 g,0 mg,78.08 g
234,"Broccoli raab, raw",100 g,22,0.5 g,2.85 g,2.7 g,0.38 g,0.10 g,0  g,0.49 g,0.93 g,0 mg,92.55 g
235,"Corn grain, yellow",100 g,365,4.7 g,74.26 g,7.3 g,0.64 g,0 g,0 g,4.74 g,1.20 g,0 mg,10.37 g
236,"Turtle, raw, green",100 g,89,0.5 g,0.00 g,0 g,0 g,0 g,0 g,0.50 g,1.20 g,0 mg,78.50 g
237,"Chicory roots, raw",100 g,72,0.2 g,17.51 g,1.5 g,8.73 g,0 g,0 g,0.20 g,0.89 g,0 mg,80.00 g
238,Ice cream sandwich,100 g,237,8.6 g,37.14 g,0 g,18.57 g,0 g,0 g,8.57 g,1.10 g,4.00 mg,48.90 g
239,"Croutons, seasoned",100 g,465,18 g,63.50 g,5.0 g,4.41 g,0 g,0 g,18.30 g,3.80 g,0 mg,3.60 g
240,"Snacks, taro chips",100 g,498,25 g,68.10 g,7.2 g,3.82 g,0 g,0 g,24.90 g,2.70 g,0 mg,2.00 g
241,"Prickly pears, raw",100 g,41,0.5 g,9.57 g,3.6 g,0 g,0 g,0 g,0.51 g,1.64 g,0 mg,87.55 g
242,"Fish, raw, haddock",100 g,74,0.5 g,0.00 g,0 g,0 g,0 g,0 g,0.45 g,1.28 g,0 mg,83.38 g
243,"Liver cheese, pork",100 g,304,26 g,2.10 g,0 g,0 g,0 g,0 g,25.60 g,3.50 g,0 mg,53.60 g
244,"Ground turkey, raw",100 g,148,7.7 g,0.00 g,0 g,0 g,0 g,0 g,7.66 g,1.00 g,0 mg,72.36 g
245,Jams and preserves,100 g,278,0.1 g,68.86 g,1.1 g,48.50 g,0 g,0 g,0.07 g,0.23 g,0 mg,30.47 g
246,"Carrots, raw, baby",100 g,35,0.1 g,8.24 g,2.9 g,4.76 g,1.04 g,0  g,0.13 g,0.63 g,0 mg,90.35 g
247,"Oil, nutmeg butter",100 g,884,100 g,0.00 g,0 g,0 g,0 g,0 g,100.00 g,0.00 g,0 mg,0.00 g
248,"Semolina, enriched",100 g,360,1.1 g,72.83 g,3.9 g,0 g,0 g,0 g,1.05 g,0.77 g,0 mg,12.67 g
249,"Spices, anise seed",100 g,337,16 g,50.02 g,14.6 g,0 g,0 g,0 g,15.90 g,6.95 g,0 mg,9.54 g
250,"Snacks, corn cakes",100 g,387,2.4 g,83.40 g,1.9 g,23.47 g,0 g,0 g,2.40 g,1.50 g,0 mg,4.60 g
251,"Catsup, low sodium",100 g,101,0.1 g,27.40 g,0.3 g,21.27 g,10.25 g,0  g,0.10 g,2.94 g,0 mg,68.51 g
252,"Jute, raw, potherb",100 g,34,0.3 g,5.80 g,0 g,0 g,0 g,0 g,0.25 g,1.58 g,0 mg,87.72 g
253,"Fast food, biscuit",100 g,370,19 g,42.82 g,2.5 g,3.88 g,0.00 g,1.81 g,18.92 g,3.31 g,0 mg,27.88 g
254,"Bagels, multigrain",100 g,241,1.2 g,47.47 g,6.2 g,8.66 g,0 g,0 g,1.24 g,1.99 g,0 mg,39.40 g
255,"Beef, dried, cured",100 g,153,1.9 g,2.76 g,0 g,2.70 g,0 g,0 g,1.94 g,10.40 g,0 mg,53.80 g
256,"Nuts, almond paste",100 g,458,28 g,47.81 g,4.8 g,36.25 g,0 g,0 g,27.74 g,1.37 g,0 mg,14.08 g
257,"Seaweed, raw, kelp",100 g,43,0.6 g,9.57 g,1.3 g,0.60 g,0 g,0 g,0.56 g,6.61 g,0 mg,81.58 g
258,"Seaweed, raw, agar",100 g,26,0 g,6.75 g,0.5 g,0.28 g,0 g,0 g,0.03 g,1.36 g,0 mg,91.32 g
259,"Fish oil, menhaden",100 g,902,100 g,0.00 g,0 g,0 g,0 g,0 g,100.00 g,0.00 g,0 mg,0.00 g
260,"Rolls, egg, dinner",100 g,307,6.4 g,52.00 g,3.7 g,4.30 g,0 g,0 g,6.40 g,1.70 g,0 mg,30.40 g
261,"Bread, white wheat",100 g,238,2.2 g,43.91 g,9.2 g,5.00 g,1.50 g,0  g,2.15 g,3.69 g,0 mg,39.60 g
262,"Onions, raw, sweet",100 g,32,0.1 g,7.55 g,0.9 g,5.02 g,2.26 g,0.02 g,0.08 g,0.34 g,0 mg,91.24 g
263,"Onions, raw, welsh",100 g,34,0.4 g,6.50 g,2.4 g,2.18 g,0 g,0 g,0.40 g,0.70 g,0 mg,90.50 g
264,"SILK Chai, soymilk",100 g,53,1.4 g,7.82 g,0 g,5.76 g,0 g,0 g,1.44 g,0.65 g,0 mg,87.62 g
265,"Rolls, rye, dinner",100 g,286,3.4 g,53.10 g,4.9 g,1.17 g,0 g,0 g,3.40 g,2.90 g,0 mg,30.10 g
266,"Gravy, dry, au jus",100 g,313,9.6 g,47.49 g,0 g,0 g,0 g,0 g,9.63 g,30.94 g,0 mg,2.74 g
267,"Cheese, neufchatel",100 g,253,23 g,3.59 g,0 g,3.19 g,0.00 g,3.19 g,22.78 g,1.37 g,0 mg,63.11 g
268,"Hummus, commercial",100 g,166,9.6 g,14.29 g,6.0 g,0 g,0 g,0 g,9.60 g,1.66 g,0 mg,66.59 g
269,"Croissants, butter",100 g,406,21 g,45.80 g,2.6 g,11.26 g,0 g,0 g,21.00 g,1.60 g,0 mg,23.20 g
270,"Carrot, dehydrated",100 g,341,1.5 g,79.57 g,23.6 g,38.82 g,0 g,0 g,1.49 g,6.84 g,0 mg,4.00 g
271,"Vinegar, distilled",100 g,18,0 g,0.04 g,0 g,0.04 g,0 g,0 g,0.00 g,0.02 g,0 mg,94.78 g
272,"Sapote, raw, mamey",100 g,124,0.5 g,32.10 g,5.4 g,20.14 g,8.01 g,0  g,0.46 g,1.12 g,0 mg,64.87 g
273,"Soy flour, low-fat",100 g,372,8.9 g,30.63 g,16.0 g,9.33 g,0 g,0 g,8.90 g,6.04 g,0 mg,4.61 g
274,"Syrups, sugar free",100 g,52,0 g,12.13 g,0.7 g,0.01 g,0 g,0 g,0.00 g,0.07 g,0 mg,87.00 g
275,"Syrups, dark, corn",100 g,286,0 g,77.59 g,0 g,77.59 g,0 g,0 g,0.00 g,0.40 g,0 mg,22.01 g
276,"Taco shells, baked",100 g,476,22 g,63.49 g,6.7 g,1.50 g,0.10 g,0.10 g,21.79 g,1.90 g,0 mg,6.40 g
277,"Spices, cumin seed",100 g,375,22 g,44.24 g,10.5 g,2.25 g,0 g,0 g,22.27 g,7.62 g,0 mg,8.06 g
278,"Bamboo shoots, raw",100 g,27,0.3 g,5.20 g,2.2 g,3.00 g,0 g,0 g,0.30 g,0.90 g,0 mg,91.00 g
279,"Fish, raw, lingcod",100 g,85,1.1 g,0.00 g,0 g,0 g,0 g,0 g,1.06 g,1.21 g,0 mg,81.03 g
280,"Whey, dried, sweet",100 g,353,1.1 g,74.46 g,0 g,74.46 g,0 g,0 g,1.07 g,8.35 g,0 mg,3.19 g
281,"Whey, fluid, sweet",100 g,27,0.4 g,5.14 g,0 g,5.14 g,0 g,0 g,0.36 g,0.53 g,0 mg,93.12 g
282,"Spices, poppy seed",100 g,525,42 g,28.13 g,19.5 g,2.99 g,0.37 g,0  g,41.56 g,6.37 g,0 mg,5.95 g
283,"Babyfood, pretzels",100 g,397,2 g,82.20 g,2.3 g,3.08 g,0 g,0 g,2.00 g,1.00 g,0 mg,4.00 g
284,"Fat, mutton tallow",100 g,902,100 g,0.00 g,0 g,0 g,0 g,0 g,100.00 g,0.00 g,0 mg,0.00 g
285,"Coffeecake, cheese",100 g,339,15 g,44.30 g,1.0 g,0 g,0 g,0 g,15.20 g,1.20 g,0 mg,32.20 g
286,"Sauce, horseradish",100 g,503,51 g,10.05 g,1.0 g,8.98 g,4.08 g,0  g,50.89 g,2.14 g,0 mg,35.83 g
287,"Yardlong bean, raw",100 g,47,0.4 g,8.35 g,0 g,0 g,0 g,0 g,0.40 g,0.60 g,0 mg,87.85 g
288,"Cress, raw, garden",100 g,32,0.7 g,5.50 g,1.1 g,4.40 g,0 g,0 g,0.70 g,1.80 g,0 mg,89.40 g
289,"Dates, deglet noor",100 g,282,0.4 g,75.03 g,8.0 g,63.35 g,19.87 g,0  g,0.39 g,1.60 g,0 mg,20.53 g
290,"Lambsquarters, raw",100 g,43,0.8 g,7.30 g,4.0 g,0 g,0 g,0 g,0.80 g,3.40 g,0 mg,84.30 g
291,"Gravy, dry, turkey",100 g,367,7.2 g,65.12 g,0 g,0 g,0 g,0 g,7.19 g,12.61 g,0 mg,4.67 g
292,Vital wheat gluten,100 g,370,1.9 g,13.79 g,0.6 g,0 g,0 g,0 g,1.85 g,1.00 g,0 mg,8.20 g
293,"Turnip greens, raw",100 g,32,0.3 g,7.13 g,3.2 g,0.81 g,0.52 g,0 g,0.30 g,1.40 g,0 mg,89.67 g
294,"Sugars, granulated",100 g,387,0 g,99.98 g,0 g,99.80 g,0.00 g,0  g,0.00 g,0.01 g,0 mg,0.02 g
295,"Frankfurter, pork",100 g,269,24 g,0.28 g,0.1 g,0 g,0 g,0 g,23.68 g,3.35 g,0 mg,59.85 g
296,"Pomegranates, raw",100 g,83,1.2 g,18.70 g,4.0 g,13.67 g,0 g,0 g,1.17 g,0.53 g,0 mg,77.93 g
297,"Pears, raw, asian",100 g,42,0.2 g,10.65 g,3.6 g,7.05 g,0 g,0 g,0.23 g,0.37 g,0 mg,88.25 g
298,"Cookies, molasses",100 g,430,13 g,73.80 g,1.0 g,17.60 g,0 g,0 g,12.80 g,2.00 g,0 mg,5.80 g
299,"Cookies, fig bars",100 g,348,7.3 g,70.90 g,4.6 g,46.36 g,0 g,0 g,7.30 g,1.60 g,0 mg,16.50 g
300,Liverwurst spread,100 g,305,25 g,5.89 g,2.5 g,1.65 g,0 g,0 g,25.45 g,2.75 g,0 mg,53.53 g
301,Roast beef spread,100 g,223,16 g,3.73 g,0.2 g,0.71 g,0 g,0 g,16.28 g,3.02 g,0 mg,61.70 g
302,"Chard, raw, swiss",100 g,19,0.2 g,3.74 g,1.6 g,1.10 g,0 g,0 g,0.20 g,1.60 g,0 mg,92.66 g
303,"Goose, raw, liver",100 g,133,4.3 g,6.32 g,0 g,0 g,0 g,0 g,4.28 g,1.25 g,0 mg,71.78 g
304,"TACO BELL, Nachos",100 g,350,22 g,34.91 g,3.2 g,2.17 g,0.00 g,1.63 g,21.50 g,1.87 g,0 mg,37.40 g
305,"Sausage, meatless",100 g,255,18 g,8.09 g,2.8 g,0 g,0 g,0 g,18.16 g,3.07 g,0 mg,50.40 g
306,"Frankfurter, meat",100 g,290,26 g,4.17 g,0 g,0 g,0 g,0 g,25.76 g,3.50 g,0 mg,56.31 g
307,"Rice flour, brown",100 g,363,2.8 g,76.48 g,4.6 g,0.66 g,0 g,0 g,2.78 g,1.54 g,0 mg,11.97 g
308,"Peppermint, fresh",100 g,70,0.9 g,14.89 g,8.0 g,0 g,0 g,0 g,0.94 g,1.76 g,0 mg,78.65 g
309,"Vinegar, red wine",100 g,19,0 g,0.27 g,0 g,0 g,0 g,0 g,0.00 g,0.17 g,0 mg,94.47 g
310,"Vinegar, balsamic",100 g,88,0 g,17.03 g,0 g,14.95 g,7.57 g,0  g,0.00 g,0.37 g,0 mg,76.45 g
311,"Luxury loaf, pork",100 g,141,4.8 g,4.90 g,0 g,0 g,0 g,0 g,4.80 g,3.60 g,0 mg,68.20 g
312,"Rye flour, medium",100 g,349,1.5 g,75.43 g,11.8 g,1.10 g,0.06 g,0  g,1.52 g,1.20 g,0 mg,10.97 g
313,"DENNY'S, coleslaw",100 g,183,15 g,10.88 g,1.3 g,8.16 g,2.81 g,0  g,15.03 g,1.35 g,0 mg,71.77 g
314,"Bread, wheat bran",100 g,248,3.4 g,47.80 g,4.0 g,9.68 g,0 g,0 g,3.40 g,2.20 g,0 mg,37.80 g
315,"Croissants, apple",100 g,254,8.7 g,37.10 g,2.5 g,0 g,0 g,0 g,8.70 g,1.20 g,0 mg,45.60 g
316,"Candies, Tamarind",100 g,368,0 g,91.96 g,2.5 g,78.57 g,0 g,0 g,0.00 g,5.52 g,0 mg,2.52 g
317,"Oheloberries, raw",100 g,28,0.2 g,6.84 g,0 g,0 g,0 g,0 g,0.22 g,0.26 g,0 mg,92.30 g
318,"PACE, Salsa Verde",100 g,47,1.6 g,6.25 g,0 g,6.25 g,0 g,0 g,1.56 g,4.09 g,0 mg,88.10 g
319,Barley malt flour,100 g,361,1.8 g,78.30 g,7.1 g,0.80 g,0 g,0 g,1.84 g,1.37 g,0 mg,8.21 g
320,"Rice noodles, dry",100 g,364,0.6 g,80.18 g,1.6 g,0.12 g,0 g,0 g,0.56 g,0.85 g,0 mg,11.91 g
321,"Fish oil, sardine",100 g,902,100 g,0.00 g,0 g,0 g,0 g,0 g,100.00 g,0.00 g,0 mg,0.00 g
322,"Fish oil, herring",100 g,902,100 g,0.00 g,0 g,0 g,0 g,0 g,100.00 g,0.00 g,0 mg,0.00 g
323,"Plantains, cooked",100 g,116,0.2 g,31.15 g,2.3 g,14.00 g,0 g,0 g,0.18 g,0.58 g,0 mg,67.30 g
324,"Burdock root, raw",100 g,72,0.2 g,17.34 g,3.3 g,2.90 g,0 g,0 g,0.15 g,0.89 g,0 mg,80.09 g
325,"Butterbur, canned",100 g,3,0.1 g,0.38 g,0 g,0 g,0 g,0 g,0.13 g,1.46 g,0 mg,97.92 g
326,"Ostrich, raw, fan",100 g,117,2.7 g,0.00 g,0 g,0 g,0 g,0 g,2.65 g,0.61 g,0 mg,75.93 g
327,"SILK Nog, soymilk",100 g,74,1.6 g,12.30 g,0 g,9.84 g,0 g,0 g,1.64 g,0.65 g,0 mg,82.96 g
328,"Gravy, dry, brown",100 g,367,9.6 g,59.38 g,2.0 g,0 g,0 g,0 g,9.61 g,15.27 g,0 mg,5.00 g
329,"Cheese, provolone",100 g,351,27 g,2.14 g,0 g,0.56 g,0 g,0 g,26.62 g,4.71 g,0 mg,40.95 g
330,"Cheese, roquefort",100 g,369,31 g,2.00 g,0 g,0 g,0 g,0 g,30.64 g,6.44 g,0 mg,39.38 g
331,"Muffins, oat bran",100 g,270,7.4 g,48.30 g,4.6 g,8.22 g,0 g,0 g,7.40 g,2.30 g,0 mg,35.00 g
332,"Syrups, grenadine",100 g,268,0 g,66.91 g,0 g,46.55 g,0 g,0 g,0.00 g,0.69 g,0 mg,32.40 g
333,"Raisins, seedless",100 g,299,0.5 g,79.18 g,3.7 g,59.19 g,27.75 g,0  g,0.46 g,1.85 g,0 mg,15.43 g
334,"Strawberries, raw",100 g,32,0.3 g,7.68 g,2.0 g,4.89 g,1.99 g,0  g,0.30 g,0.40 g,0 mg,90.95 g
335,"Fish, raw, burbot",100 g,90,0.8 g,0.00 g,0 g,0 g,0 g,0 g,0.81 g,1.16 g,0 mg,79.26 g
336,"Wheat germ, crude",100 g,360,9.7 g,51.80 g,13.2 g,0 g,0 g,0 g,9.72 g,4.21 g,0 mg,11.12 g
337,"Wheat, hard white",100 g,342,1.7 g,75.90 g,12.2 g,0.41 g,0 g,0 g,1.71 g,1.52 g,0 mg,9.57 g
338,"Wheat bran, crude",100 g,216,4.3 g,64.51 g,42.8 g,0.41 g,0 g,0 g,4.25 g,5.79 g,0 mg,9.89 g
339,"Gooseberries, raw",100 g,44,0.6 g,10.18 g,4.3 g,0 g,0 g,0 g,0.58 g,0.49 g,0 mg,87.87 g
340,"Spices, dill seed",100 g,305,15 g,55.17 g,21.1 g,0 g,0 g,0 g,14.54 g,6.62 g,0 mg,7.70 g
341,"Oil, cocoa butter",100 g,884,100 g,0.00 g,0 g,0 g,0 g,0 g,100.00 g,0.00 g,0 mg,0.00 g
342,"APPLEBEE'S, chili",100 g,157,9.8 g,4.57 g,1.4 g,2.27 g,1.07 g,0  g,9.79 g,1.76 g,0 mg,71.31 g
343,"Grape leaves, raw",100 g,93,2.1 g,17.31 g,11.0 g,6.30 g,0 g,0 g,2.12 g,1.65 g,0 mg,73.32 g
344,"Kale, raw, scotch",100 g,42,0.6 g,8.32 g,1.7 g,0 g,0 g,0 g,0.60 g,1.28 g,0 mg,87.00 g
345,"Marmalade, orange",100 g,246,0 g,66.30 g,0.7 g,60 g,0 g,0 g,0.00 g,0.20 g,0 mg,33.20 g
346,"Whey, dried, acid",100 g,339,0.5 g,73.45 g,0 g,73.45 g,0 g,0 g,0.54 g,10.77 g,0 mg,3.51 g
347,"Whey, fluid, acid",100 g,24,0.1 g,5.12 g,0 g,5.12 g,0 g,0 g,0.09 g,0.61 g,0 mg,93.42 g
348,"Eggplant, pickled",100 g,49,0.7 g,9.77 g,2.5 g,4.80 g,0 g,0 g,0.70 g,1.73 g,0 mg,86.90 g
349,"Babyfood, cookies",100 g,433,13 g,67.10 g,0.2 g,24.20 g,0 g,0 g,13.20 g,2.00 g,0 mg,5.90 g
350,"Fennel, raw, bulb",100 g,31,0.2 g,7.30 g,3.1 g,3.93 g,0 g,0 g,0.20 g,1.05 g,0 mg,90.21 g
351,"Egg, dried, whole",100 g,592,44 g,1.13 g,0 g,0.56 g,0.56 g,0  g,43.90 g,4.13 g,0 mg,2.78 g
352,"Coffeecake, fruit",100 g,311,10 g,51.50 g,2.5 g,0 g,0 g,0 g,10.20 g,1.20 g,0 mg,31.70 g
353,"Candies, caramels",100 g,382,8.1 g,77.00 g,0 g,65.50 g,0 g,0 g,8.10 g,1.80 g,0 mg,8.50 g
354,"Sour cream, light",100 g,136,11 g,7.10 g,0 g,0.22 g,0 g,0 g,10.60 g,0.70 g,0 mg,78.10 g
355,"Egg, dried, white",100 g,382,0 g,7.80 g,0 g,5.40 g,0 g,0 g,0.00 g,5.30 g,0 mg,5.80 g
356,"Wild rice, cooked",100 g,101,0.3 g,21.34 g,1.8 g,0.73 g,0.20 g,0 g,0.34 g,0.40 g,0 mg,73.93 g
357,"Chicken, meatless",100 g,224,13 g,3.64 g,3.6 g,0 g,0 g,0 g,12.73 g,1.15 g,0 mg,58.84 g
358,"Corn grain, white",100 g,365,4.7 g,74.26 g,0 g,0 g,0 g,0 g,4.74 g,1.20 g,0 mg,10.37 g
359,"Veal, raw, ground",100 g,197,13 g,0.00 g,0 g,0 g,0 g,0 g,13.06 g,0.93 g,0 mg,66.16 g
360,"Wheat, soft white",100 g,340,2 g,75.36 g,12.7 g,0.41 g,0 g,0 g,1.99 g,1.54 g,0 mg,10.42 g
361,"Elderberries, raw",100 g,73,0.5 g,18.40 g,7.0 g,0 g,0 g,0 g,0.50 g,0.64 g,0 mg,79.80 g
362,"Nuts, raw, acorns",100 g,387,24 g,40.75 g,0 g,0 g,0 g,0 g,23.86 g,1.35 g,0 mg,27.90 g
363,"Orange juice, raw",100 g,45,0.2 g,10.40 g,0.2 g,8.40 g,0 g,0 g,0.20 g,0.40 g,0 mg,88.30 g
364,"POPEYES, Coleslaw",100 g,161,11 g,14.12 g,1.7 g,10.83 g,1.65 g,0  g,11.18 g,0.87 g,0 mg,72.84 g
365,"Cabbage, raw, red",100 g,31,0.2 g,7.37 g,2.1 g,3.83 g,1.74 g,0  g,0.16 g,0.64 g,0 mg,90.39 g
366,"Blackberries, raw",100 g,43,0.5 g,9.61 g,5.3 g,4.88 g,2.31 g,0  g,0.49 g,0.37 g,0 mg,88.15 g
367,"Wasabi, raw, root",100 g,109,0.6 g,23.54 g,7.8 g,0 g,0 g,0 g,0.63 g,1.92 g,0 mg,69.11 g
368,"Cheese, limburger",100 g,327,27 g,0.49 g,0 g,0.49 g,0 g,0 g,27.25 g,3.79 g,0 mg,48.42 g
369,"Raspberries, raw",100 g,52,0.7 g,11.94 g,6.5 g,4.42 g,1.86 g,0  g,0.65 g,0.46 g,0 mg,85.75 g
370,"Corn bran, crude",100 g,224,0.9 g,85.64 g,79.0 g,0 g,0 g,0 g,0.92 g,0.36 g,0 mg,4.71 g
371,"Bread, rice bran",100 g,243,4.6 g,43.50 g,4.9 g,4.67 g,0 g,0 g,4.60 g,2.00 g,0 mg,41.00 g
372,"Taro shoots, raw",100 g,11,0.1 g,2.32 g,0 g,0 g,0 g,0 g,0.09 g,0.85 g,0 mg,95.82 g
373,"Sugars, powdered",100 g,389,0 g,99.77 g,0 g,97.81 g,0.00 g,0  g,0.00 g,0.01 g,0 mg,0.23 g
374,"Emu, raw, ground",100 g,134,4 g,0.00 g,0 g,0 g,0 g,0 g,4.03 g,1.00 g,0 mg,72.87 g
375,"Spices, paprika",100 g,282,13 g,53.99 g,34.9 g,10.34 g,2.63 g,0  g,12.89 g,7.74 g,0 mg,11.24 g
376,"Nectarines, raw",100 g,44,0.3 g,10.55 g,1.7 g,7.89 g,1.57 g,0  g,0.32 g,0.48 g,0 mg,87.59 g
377,"Mulberries, raw",100 g,43,0.4 g,9.80 g,1.7 g,8.10 g,0 g,0 g,0.39 g,0.69 g,0 mg,87.68 g
378,"Lotus root, raw",100 g,74,0.1 g,17.23 g,4.9 g,0 g,0 g,0 g,0.10 g,0.97 g,0 mg,79.10 g
379,"Sauce, barbecue",100 g,172,0.6 g,40.77 g,0.9 g,33.24 g,16.39 g,0  g,0.63 g,3.07 g,0 mg,54.71 g
380,"Fish, raw, spot",100 g,123,4.9 g,0.00 g,0 g,0 g,0 g,0 g,4.90 g,1.06 g,0 mg,75.95 g
